Handle,Command,Field: primary_track_size,Field: hero_image,Field: track_products [list.product_reference],Field: uc_products [list.product_reference]
new-holland-c232,MERGE,450x86Bx55,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/new-holland-c232-hero.webp,"400x86x55-rubber-track-c-block, 400x86x55-rubber-track-multi-bar, 400x86x55-rubber-track-zig-zag, 450x86x55-rubber-track-c-block, bs4508655bxd, bs4508655cxd, bs4508655mbxd, bs4508655vxd, tnt4008655hdbl, tnt4508655hdbd, tnt4508655hdbl, tnt4508655hdmb, tnt4508655hdxt, tnt4508655hdz, tnt4508655hdzb, tnt4508655sdc","heavy-duty-front-idler-fi87535298, heavy-duty-front-idler-fica1379, heavy-duty-rear-idler-rr87535299, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
new-holland-c234,MERGE,450x86Bx55,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/new-holland-c234-hero.webp,"450x86x55-rubber-track-c-block, bs4508655bxd, bs4508655cxd, bs4508655mbxd, bs4508655vxd, tnt4508655hdbd, tnt4508655hdbl, tnt4508655hdmb, tnt4508655hdxt, tnt4508655hdz, tnt4508655hdzb, tnt4508655sdc","heavy-duty-front-idler-fi87535298, heavy-duty-front-idler-fica1379, heavy-duty-rear-idler-rr87535299, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
new-holland-c237,MERGE,450x86Bx55,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/new-holland-c237-hero.webp,"450x86x55-rubber-track-c-block, bs4508655bxd, bs4508655cxd, bs4508655mbxd, bs4508655vxd, tnt4508655hdbd, tnt4508655hdbl, tnt4508655hdmb, tnt4508655hdxt, tnt4508655hdz, tnt4508655hdzb, tnt4508655sdc","heavy-duty-front-idler-fi87535298, heavy-duty-front-idler-fica1379, heavy-duty-rear-idler-rr87535299, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
new-holland-c238,MERGE,450x86Bx55,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/new-holland-c238-hero.webp,"400x86x55-rubber-track-c-block, 400x86x55-rubber-track-multi-bar, 400x86x55-rubber-track-zig-zag, 450x86x55-rubber-track-c-block, bs4508655bxd, bs4508655cxd, bs4508655mbxd, bs4508655vxd, tnt4008655hdbl, tnt4508655hdbd, tnt4508655hdbl, tnt4508655hdmb, tnt4508655hdxt, tnt4508655hdz, tnt4508655hdzb, tnt4508655sdc","heavy-duty-front-idler-fi87535298, heavy-duty-front-idler-fica1379, heavy-duty-rear-idler-rr87535299, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
new-holland-c245,MERGE,450x86Bx55,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/new-holland-c245-hero.webp,"450x86x55-rubber-track-c-block, bs4508655bxd, bs4508655cxd, bs4508655mbxd, bs4508655vxd, tnt4508655hdbd, tnt4508655hdbl, tnt4508655hdmb, tnt4508655hdxt, tnt4508655hdz, tnt4508655hdzb, tnt4508655sdc","heavy-duty-front-idler-fi87535298, heavy-duty-front-idler-fica1379, heavy-duty-rear-idler-rr87535299, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
new-holland-c314,MERGE,180x72Kx45,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/new-holland-c314-hero.webp,"bs1807245cxd, tnt18072k45hd, tnt23072k45hd, tnt32086t52hdbl, tnt32086t52hdc, tnt32086t52hdmb, tnt32086t52hdzb",
new-holland-c327,MERGE,320x86Bx50,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/new-holland-c327-hero.webp,"320x86x50-rubber-track-c-block, bs3208650bxd, bs3208650cxd, bs3208650mbxd, tnt3208650hdbd, tnt3208650hdbl, tnt3208650hdmb, tnt3208650hdxt, tnt3208650hdz, tnt3208650hdzb, tnt3208650sdc, tnt40086t52hdbl, tnt40086t52hdmb, tnt40086t52hdzb","heavy-duty-front-idler-fi87535298, heavy-duty-front-idler-fica1379, heavy-duty-rear-idler-rr87535299, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
new-holland-c330,MERGE,450x86Bx55,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/new-holland-c330-hero.webp,,
new-holland-c332,MERGE,450x86Bx55,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/new-holland-c332-hero.webp,"450x86x55-rubber-track-c-block, bs4508655bxd, bs4508655cxd, bs4508655mbxd, bs4508655vxd, tnt4508655hdbd, tnt4508655hdbl, tnt4508655hdmb, tnt4508655hdxt, tnt4508655hdz, tnt4508655hdzb, tnt4508655sdc","heavy-duty-front-idler-fi87535298, heavy-duty-front-idler-fica1379, heavy-duty-rear-idler-rr87535299, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
new-holland-c334,MERGE,450x86Bx55,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/new-holland-c334-hero.webp,"450x86x55-rubber-track-c-block, bs4508655bxd, bs4508655cxd, bs4508655mbxd, bs4508655vxd, tnt4508655hdbd, tnt4508655hdbl, tnt4508655hdmb, tnt4508655hdxt, tnt4508655hdz, tnt4508655hdzb, tnt4508655sdc","heavy-duty-front-idler-fi87535298, heavy-duty-front-idler-fica1379, heavy-duty-rear-idler-rr87535299, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
new-holland-c337,MERGE,450x86Bx55,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/new-holland-c337-hero.webp,"450x86x55-rubber-track-c-block, bs4508655bxd, bs4508655cxd, bs4508655mbxd, bs4508655vxd, tnt4508655hdbd, tnt4508655hdbl, tnt4508655hdmb, tnt4508655hdxt, tnt4508655hdz, tnt4508655hdzb, tnt4508655sdc","heavy-duty-front-idler-fi87535298, heavy-duty-front-idler-fica1379, heavy-duty-rear-idler-rr87535299, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
new-holland-c345,MERGE,450x86Bx55,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/new-holland-c345-hero.webp,"450x86x55-rubber-track-c-block, bs4508655bxd, bs4508655cxd, bs4508655mbxd, bs4508655vxd, tnt4508655hdbd, tnt4508655hdbl, tnt4508655hdmb, tnt4508655hdxt, tnt4508655hdz, tnt4508655hdzb, tnt4508655sdc","heavy-duty-front-idler-fi87535298, heavy-duty-front-idler-fica1379, heavy-duty-rear-idler-rr87535299, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
new-holland-c362,MERGE,450x86Bx63,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/new-holland-c362-hero.webp,"450x86x63-rubber-track-z-max, tnt4508663hdc, tnt4508663hdmb, tnt4508663hdz, tnt4508663sdzb","heavy-duty-front-idler-fi7276595, heavy-duty-track-roller-tr7323310"
new-holland-e-35-2sr,MERGE,300x52.5Kx88,,300x52-5kx88-rubber-track-directional,
new-holland-e35sr,MERGE,300x52.5Kx88,,300x52-5kx88-rubber-track-directional,
new-holland-e-70bsr,MERGE,450x81.5x76,,"450x81x76-rubber-track-directional, st154-45-73-450-40l",
new-holland-e-70sr,MERGE,450x81.5x76,,"450x81x76-rubber-track-directional, st154-45-73-450-40l",
new-holland-e-80,MERGE,450x81.5x76,,"450x81x76-rubber-track-directional, st154-45-73-450-40l",
new-holland-e-80bmsr,MERGE,450x81.5x76,,"450x81x76-rubber-track-directional, st154-45-73-450-40l",
new-holland-e-80cs,MERGE,450x81.5x76,,"450x81x76-rubber-track-directional, st154-45-73-450-40l",
new-holland-e-80msr,MERGE,450x81.5x76,,"450x81x76-rubber-track-directional, st154-45-73-450-40l",
new-holland-e16,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd",
new-holland-e17,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd",
new-holland-e17c,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd",
new-holland-e18,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd",
new-holland-e18c,MERGE,230x48x70,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/new-holland-e18c-hero.webp,"230x48x70-rubber-track-directional, bs2304870xd",
new-holland-e18sr,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd",
new-holland-e20-2sr,MERGE,300x52.5Nx76,,300x52-5nx76-rubber-track-directional,bo101-300
new-holland-e20sr,MERGE,300x52.5Nx76,,300x52-5nx76-rubber-track-directional,bo101-300
new-holland-e22-2sr,MERGE,300x52.5Nx76,,300x52-5nx76-rubber-track-directional,bo101-300
new-holland-e25sr,MERGE,300x52.5Nx76,,300x52-5nx76-rubber-track-directional,"bo101-300, heavy-duty-track-roller-tr7257870"
new-holland-e26bsr,MERGE,300x52.5Nx76,,300x52-5nx76-rubber-track-directional,
new-holland-e26c,MERGE,300x52.5Nx74,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/new-holland-excavator-hero.webp?v=1773971532,300x52-5nx76-rubber-track-directional,
new-holland-e27-2sr,MERGE,300x52.5Nx80,,"300x52-5nx80-rubber-track-directional, bs300525n80xd, st101-35-57-300-41l",bo101-300
new-holland-e30c,MERGE,300x52.5Nx80,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/new-holland-e30c-hero.webp,"300x52-5nx80-rubber-track-directional, bs300525n80xd","heavy-duty-carrier-roller-crpw64d01017f2, heavy-duty-track-roller-tr4340535"
new-holland-e33c,MERGE,300x52.5x86,,"300x52-5x86-rubber-track-mx, bs30052586rsxd, tnt300525n86hd",heavy-duty-sprocket-sp6813372
new-holland-e37c,MERGE,300x52.5x86,,"300x52-5x86-rubber-track-mx, bs30052586rsxd, st101-45-67-300-45l, tnt300525n86hd",heavy-duty-sprocket-sp6813372
new-holland-e-40-2sr,MERGE,400x72.5Kx72,,"400x72-5nx70-rubber-track-directional, st135-41-64-400-38l, tnt400725n72hd","bo135-400, ct135-41-64-400"
new-holland-e-40sr,MERGE,400x72.5Kx72,,"400x72-5nx70-rubber-track-directional, st135-41-64-400-38l, tnt400725n72hd","bo135-400, ct135-41-64-400, heavy-duty-carrier-roller-crpv64d00001f1"
new-holland-e-45-2sr,MERGE,400x72.5Kx72,,"400x74x72-rubber-track-directional, st135-41-64-400-38l, tnt400725n72hd",
new-holland-e-45sr,MERGE,400x72.5Kx72,,400x74x72-rubber-track-directional,
new-holland-e-50-2sr,MERGE,400x72.5Kx72,,"400x74x72-rubber-track-directional, st135-41-64-400-38l, tnt400725n72hd",
new-holland-e-50b,MERGE,400x72.5Kx72,,"400x74x72-rubber-track-directional, st135-41-64-400-38l, tnt400725n72hd","heavy-duty-carrier-roller-cryt64d01001f1, heavy-duty-track-roller-trpy64d00002f3"
new-holland-e50sr,MERGE,400x72.5Kx74,,400x74x72-rubber-track-directional,heavy-duty-carrier-roller-cryt64d01001f1
new-holland-e55bx,MERGE,400x72.5Kx74,,400x74x72-rubber-track-directional,heavy-duty-carrier-roller-crps64d01001f1
new-holland-e57c,MERGE,400x72.5Kx74,,400x72-5wx76-rubber-track-directional,"bo135-400, ct135-51-72-400"
new-holland-ec25,MERGE,300x52.5Nx74,,300x52-5nx76-rubber-track-directional,
new-holland-ec-25sr,MERGE,300x52.5Nx74,,"300x52-5nx74-rubber-track-directional, 300x52-5nx76-rubber-track-directional",bo101-300
new-holland-ec35,MERGE,300x52.5Nx80,,"300x52-5nx80-rubber-track-directional, bs300525n80xd, st101-35-57-300-41l",
new-holland-ec-35sr,MERGE,300x52.5Nx80,,"300x52-5nx80-rubber-track-directional, bs300525n80xd, st101-35-57-300-41l",bo101-300
new-holland-ec45,MERGE,400x72.5Kx72,,"400x72-5x72-rubber-track-directional, bs400725w72xd, st135-53-80-400-38l, tnt400725w72xd","bo135-400, ct135-51-72-400, heavy-duty-track-roller-trmu5178"
new-holland-ec-45sr,MERGE,400x72.5Kx72,,"400x72-5x72-rubber-track-directional, bs400725w72xd, st135-53-80-400-38l, tnt400725w72xd","bo135-400, ct135-51-72-400"
new-holland-ec60,MERGE,400x72.5Wx76,,"400x72-5wx76-rubber-track-directional, st135-53-80-400-40l","bo135-400, ct135-51-72-400"
new-holland-eh-35b,MERGE,300x52.5Kx88,,300x52-5kx88-rubber-track-directional,
new-holland-eh-15b,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd",
new-holland-eh16,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd",
new-holland-eh18,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd",
new-holland-eh25,MERGE,300x52.5Nx74,,300x52-5nx74-rubber-track-directional,bo101-300
new-holland-eh-27b,MERGE,300x52.5Nx80,,"300x52-5nx80-rubber-track-directional, bs300525n80xd, st101-35-57-300-41l","bo101-300, heavy-duty-track-roller-tr4340535"
new-holland-eh-30b,MERGE,300x52.5Wx82,,,"bo101-300, heavy-duty-sprocket-sppv51d01001p1"
new-holland-eh35,MERGE,300x52.5Kx88,,"300x52-5x90-rubber-track-directional, 350x52-5bx90-rubber-track-directional, sd30052590v1iwa, st101-45-67-300-46l",heavy-duty-sprocket-sppw53d01001p1
new-holland-eh45,MERGE,400x72.5Kx74,,"400x74x72-rubber-track-directional, bs400725n74xd, ht135-41-64-400-39l, st135-41-64-400-39l, tnt400725n74hd",heavy-duty-carrier-roller-cryt64d01001f1
new-holland-eh-50b,MERGE,400x72.5Kx72,,"400x74x72-rubber-track-directional, st135-41-64-400-38l, tnt400725n72hd",heavy-duty-carrier-roller-cryt64d01001f1
new-holland-lt175b,MERGE,320x86Bx50,,"320x86x50-rubber-track-c-block, 400x86x50-rubber-track-c-block, bs3208650bxd, bs3208650cxd, bs3208650mbxd, bs4008650bxd, bs4008650cxd, tnt3208650hdbd, tnt3208650hdbl, tnt3208650hdmb, tnt3208650hdxt, tnt3208650hdz, tnt3208650hdzb, tnt3208650sdc, tnt4008650hdbl, tnt4008650hdmb, tnt4008650hdtb, tnt4008650hdz, tnt4008650hdzb","heavy-duty-front-idler-fi87535298, heavy-duty-rear-idler-rr87535299, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
new-holland-lt185b,MERGE,450x86Bx55,,"400x86x55-rubber-track-c-block, 400x86x55-rubber-track-multi-bar, 400x86x55-rubber-track-zig-zag, 450x86x55-rubber-track-c-block, bs4508655bxd, bs4508655cxd, bs4508655mbxd, bs4508655vxd, tnt4008655hdbl, tnt4508655hdbd, tnt4508655hdbl, tnt4508655hdmb, tnt4508655hdxt, tnt4508655hdz, tnt4508655hdzb, tnt4508655sdc","heavy-duty-front-idler-fi87535298, heavy-duty-rear-idler-rr87535299, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
new-holland-lt190b,MERGE,450x86Bx55,,"400x86x55-rubber-track-c-block, 400x86x55-rubber-track-multi-bar, 400x86x55-rubber-track-zig-zag, 450x86x55-rubber-track-c-block, bs4508655bxd, bs4508655cxd, bs4508655mbxd, bs4508655vxd, tnt4008655hdbl, tnt4508655hdbd, tnt4508655hdbl, tnt4508655hdmb, tnt4508655hdxt, tnt4508655hdz, tnt4508655hdzb, tnt4508655sdc","heavy-duty-front-idler-fi87535298, heavy-duty-rear-idler-rr87535299, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
sany-sy18c,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd",
sany-sy26u,MERGE,300x52.5Nx80,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/sany-sy26u-hero.webp,"300x52-5nx80-rubber-track-directional, bs300525n80xd",
sany-sy35u,MERGE,300x52.5Kx88,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/sany-sy35u-hero.webp,"300x52-5kx88-rubber-track-directional, st101-45-67-300-46l","bo101-300, bo101-350"
sany-sy50u,MERGE,400x72.5Kx74,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/sany-sy50u-hero.webp,"400x72-5x74-rubber-track-directional, bs400725w74xd, ht135-53-80-400-39l, st135-53-80-400-39l",bo135-400
sany-sy60c,MERGE,400x72.5Wx76,,"400x72-5wx76-rubber-track-directional, st135-53-80-400-40l",bo135-400
sany-sy75c,MERGE,450x81.5x76,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/sany-excavator-hero.webp?v=1773971535,"450x81x76-rubber-track-directional, ht154-45-73-450-40l, st154-45-73-450-40l, tnt45081n76hd","bo154-450, co154-450, ct154-45-73-450"
sany-sy80u,MERGE,450x81Nx78,,"ht154-45-73-450-40l, st154-45-73-450-40l, tnt45081n78hd","bo154-450, co154-450, ct154-45-73-450, heavy-duty-track-roller-trkm1690-a"
takeuchi-tb025,MERGE,300x52.5Nx78,,"300x52-5x78-rubber-track-directional, bs300525w78xd","bo101-300, bo101-350, heavy-duty-carrier-roller-cr03712-00100, heavy-duty-front-idler-fi03714-00000, heavy-duty-track-roller-tr04313-00500"
takeuchi-tb035,MERGE,350x52.5x86,,"300x52-5wx84-rubber-track-directional, 350x52-5wx86-rubber-track-directional, bs300525w86xd, bs35052586xd, st101-45-67-300-45l, st101-45-67-350-45l","bo101-300, bo101-350, heavy-duty-carrier-roller-cr03712-00100, heavy-duty-front-idler-fi03714-00000, heavy-duty-sprocket-sp04710-00600, heavy-duty-track-roller-tr04313-00500"
takeuchi-tb045,MERGE,400x72.5Kx74,,"bs400725n74xd, ht135-41-64-400-39l, st135-41-64-400-39l, tnt400725n74hd","bo135-400, ct135-41-64-400, heavy-duty-carrier-roller-cr03912-00100, heavy-duty-front-idler-fi04614-90010, heavy-duty-sprocket-sp02616-03100, heavy-duty-track-roller-tr03913-02100"
takeuchi-tb07,MERGE,180x72x37,,180x72x37-rubber-track-c-block,
takeuchi-tb-070,MERGE,450x81Nx76,,"bs45081w76xd, st154-58-90-450-39l, tnt45081w76hd","bo154-450, co154-450, heavy-duty-front-idler-fi05614-00600, heavy-duty-track-roller-tr05613-07100"
takeuchi-tb-108,MERGE,180x72x37,,180x72x37-rubber-track-c-block,
takeuchi-tb125,MERGE,300x52.5Nx78,,"300x52-5x78-rubber-track-directional, bs300525w78xd","bo101-300, bo101-350, heavy-duty-carrier-roller-cr03712-00100, heavy-duty-front-idler-fi03714-00000, heavy-duty-sprocket-sp04316-10100, heavy-duty-track-roller-tr04313-11100"
takeuchi-tb135,MERGE,350x52.5x86,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/takeuchi-tb135-hero.webp,"300x52-5wx84-rubber-track-directional, 350x52-5wx86-rubber-track-directional, bs300525w86xd, bs35052586xd, st101-45-67-300-45l, st101-45-67-350-45l","bo101-300, bo101-350, heavy-duty-carrier-roller-cr03712-00100, heavy-duty-front-idler-fi03714-00000, heavy-duty-sprocket-sp04710-00600, heavy-duty-track-roller-tr03313-06100, heavy-duty-track-roller-tr04313-11100"
takeuchi-tb138,MERGE,350x52.5x86,,"350x52-5wx86-rubber-track-directional, bs35052586xd, st101-45-67-350-45l",
takeuchi-tb138fr,MERGE,350x52.5x86,,"300x52-5wx84-rubber-track-directional, 350x52-5wx86-rubber-track-directional, bs300525w86xd, bs35052586xd, st101-45-67-300-45l, st101-45-67-350-45l","bo101-300, bo101-350, heavy-duty-carrier-roller-cr03712-00100, heavy-duty-front-idler-fi03714-00000, heavy-duty-sprocket-sp04710-00600, heavy-duty-track-roller-tr04313-11100"
takeuchi-tb145,MERGE,400x72.5Kx74,,"bs400725n74xd, ht135-41-64-400-39l, st135-41-64-400-39l, tnt400725n74hd","bo135-400, ct135-41-64-400, heavy-duty-carrier-roller-cr03912-00100, heavy-duty-front-idler-fi04614-90010, heavy-duty-sprocket-sp02616-03100, heavy-duty-track-roller-tr03913-02100, heavy-duty-track-roller-tr04313-11100"
takeuchi-tb153fr,MERGE,400x72.5Kx74,,"bs400725n74xd, ht135-41-64-400-39l, st135-41-64-400-39l, tnt400725n74hd","bo135-400, ct135-41-64-400, heavy-duty-carrier-roller-cr03912-00100, heavy-duty-front-idler-fi04614-90010, heavy-duty-sprocket-sp02616-03100, heavy-duty-track-roller-tr03913-02100"
takeuchi-tb-15f,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd",
takeuchi-tb15fr,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd",
takeuchi-tb175,MERGE,450x81Nx76,,"bs45081w76xd, ht154-58-90-450-40l, st154-58-90-450-39l, tnt45081w76hd","bo154-450, co154-450, heavy-duty-carrier-roller-cr05612-04080, heavy-duty-front-idler-fi05614-00600, heavy-duty-sprocket-sp05616-15100, heavy-duty-track-roller-tr05613-07100, pin154-58"
takeuchi-tb180fr,MERGE,450x81Nx76,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/takeuchi-tb180fr-hero.webp,"450x71x82-rubber-track-directional, bs45081w76xd, st154-58-90-450-39l, tnt45081w76hd","bo154-450, co154-450, ct154-58-89-450, heavy-duty-carrier-roller-cr05612-04080, heavy-duty-front-idler-fi05614-00600, heavy-duty-sprocket-sp05616-15100, heavy-duty-track-roller-tr05613-07100"
takeuchi-tb225,MERGE,300x52.5Nx78,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/takeuchi-tb225-hero.webp,"300x52-5x78-rubber-track-directional, bs300525w78xd",heavy-duty-carrier-roller-cr03712-00100
takeuchi-tb228,MERGE,300x52.5Nx78,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/takeuchi-tb228-hero.webp,"300x52-5x78-rubber-track-directional, bs300525w78xd","bo101-300, bo101-350, heavy-duty-carrier-roller-cr03712-00100, heavy-duty-front-idler-fi03714-00000, heavy-duty-sprocket-sp04316-10100, heavy-duty-track-roller-tr04313-11100"
takeuchi-tb230,MERGE,300x52.5Nx78,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/takeuchi-tb230-hero.webp,"300x52-5x78-rubber-track-directional, bs300525w78xd","bo101-300, bo101-350, heavy-duty-carrier-roller-cr03712-00100, heavy-duty-front-idler-fi03714-00000, heavy-duty-sprocket-sp03516-08210, heavy-duty-sprocket-sp04316-10100, heavy-duty-track-roller-tr04313-11100"
takeuchi-tb235,MERGE,350x52.5x86,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/takeuchi-tb235-hero.webp,"300x52-5wx84-rubber-track-directional, 350x52-5wx86-rubber-track-directional, bs300525w86xd, bs35052586xd, st101-45-67-300-45l, st101-45-67-350-45l","bo101-300, bo101-350, heavy-duty-carrier-roller-cr03712-00100, heavy-duty-front-idler-fi03714-00000, heavy-duty-sprocket-sp04316-10100, heavy-duty-track-roller-tr04313-11100"
takeuchi-tb235-2,MERGE,350x52.5x86,,"350x52-5wx86-rubber-track-directional, bs35052586xd","heavy-duty-carrier-roller-cr03712-00100, heavy-duty-front-idler-fi03714-00000, heavy-duty-sprocket-sp03516-08210, heavy-duty-track-roller-tr04313-11100"
takeuchi-tb240,MERGE,350x52.5x86,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/takeuchi-tb240-hero.webp,"350x52-5wx86-rubber-track-directional, 350x54-5x86-rubber-track-directional, bs35052586xd, st101-45-67-300-45l, st101-45-67-350-45l","bo101-300, bo101-350, heavy-duty-carrier-roller-cr03712-00100, heavy-duty-front-idler-fi03714-00000, heavy-duty-sprocket-sp03516-08210, heavy-duty-track-roller-tr04313-11100"
takeuchi-tb-249,MERGE,400x72.5Kx74,,"400x72-5x74-rubber-track-directional, bs400725w74xd, ht135-53-80-400-39l, st135-53-80-400-39l",
takeuchi-tb250,MERGE,400x72.5Kx74,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/takeuchi-tb250-hero.webp,"bs400725n74xd, ht135-41-64-400-39l, st135-41-64-400-39l, tnt400725n74hd","bo135-400, ct135-41-64-400, heavy-duty-carrier-roller-cr03912-00100, heavy-duty-front-idler-fi04614-90010, heavy-duty-sprocket-sp02616-03100, heavy-duty-track-roller-tr03913-02100"
takeuchi-tb250-2,MERGE,400x72.5Kx74,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/takeuchi-excavator-hero.webp?v=1773971535,"400x72-5x74-rubber-track-directional, bs400725w74xd","bo135-400, ct135-51-72-400"
takeuchi-tb257fr,MERGE,400x72.5Kx74,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/takeuchi-tb257fr-hero.webp,"400x72-5x74-rubber-track-directional, bs400725w74xd, ht135-53-80-400-39l, st135-53-80-400-39l",
takeuchi-tb260,MERGE,400x72.5Wx76,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/takeuchi-tb260-hero.webp,"400x72-5wx76-rubber-track-directional, st135-53-80-400-40l","bo135-400, ct135-51-72-400"
takeuchi-tb280fr,MERGE,450x81Nx76,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/takeuchi-tb280fr-hero.webp,"450x81x78-rubber-track-mx, bs45081w76xd, ht154-58-90-450-40l, tnt45081w76hd","bo154-450, co154-450, heavy-duty-front-idler-fi05614-03100"
takeuchi-tb285,MERGE,450x81Nx76,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/takeuchi-tb285-hero.webp,"450x71x82-rubber-track-directional, bs45081w76xd, st154-58-90-450-39l, tnt45081w76hd","bo154-450, co154-450, ct154-58-89-450, heavy-duty-front-idler-fi05614-03100, heavy-duty-track-roller-tr05613-07100"
takeuchi-tb290,MERGE,450x81Nx76,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/takeuchi-tb290-hero.webp,"450x71x82-rubber-track-directional, bs45081w76xd, st154-58-90-450-39l, tnt45081w76hd","bo154-450, co154-450, ct154-58-89-450, heavy-duty-front-idler-fi05614-00600, heavy-duty-front-idler-fi05614-03100, heavy-duty-track-roller-tr05613-07100"
takeuchi-tb370,MERGE,400x72.5Kx74,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/takeuchi-tb370-hero.webp,400x72-5wx76-rubber-track-directional,bo135-400
takeuchi-tb38fr,MERGE,350x52.5x86,,"300x52-5wx84-rubber-track-directional, 350x52-5wx86-rubber-track-directional, bs300525w86xd, bs35052586xd, st101-45-67-300-45l, st101-45-67-350-45l","bo101-300, bo101-350"
takeuchi-tb-53fr,MERGE,400x72.5Kx74,,"bs400725n74xd, ht135-41-64-400-39l, st135-41-64-400-39l, tnt400725n74hd","bo135-400, ct135-41-64-400, heavy-duty-carrier-roller-cr03912-00100, heavy-duty-front-idler-fi04614-90010, heavy-duty-sprocket-sp02616-03100, heavy-duty-track-roller-tr03913-02100"
takeuchi-tb80fr,MERGE,450x81Nx76,,"450x81x78-rubber-track-mx, bs45081w76xd, ht154-58-90-450-40l, st154-58-90-450-39l, tnt45081w76hd","bo154-450, co154-450, heavy-duty-front-idler-fi05614-00600, heavy-duty-track-roller-tr05613-07100"
takeuchi-tl10,MERGE,450x100x48,,"450x100x48-rubber-track-c-block, tnt45010048hdbl, tnt45010048hdmb, tnt45010048hdsb, tnt45010048hdzb, tnt45010048sdc","heavy-duty-front-idler-fi08811-40300, heavy-duty-rear-idler-rr08811-31300, heavy-duty-sprocket-sp08811-60110, heavy-duty-track-roller-tr08811-30500"
